,Position,Track Name,Artist,Streams
6,7,Watermelon Sugar,Harry Styles,26563881
7,8,Blinding Lights,The Weeknd,26535713
8,9,ROCKSTAR (feat. Roddy Ricch),DaBaby,25414631
9,10,Laugh Now Cry Later (feat. Lil Durk),Drake,25243233
10,11,Roses - Imanbek Remix,SAINt JHN,18202210
11,12,Mood Swings (feat. Lil Tjay),Pop Smoke,18095558
12,13,Breaking Me,Topic,17345990
13,14,"Ay, DiOs Mío!",KAROL G,17339792
14,15,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,17046240
15,16,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,16819415
16,17,Head & Heart (feat. MNEK),Joel Corry,16595901
17,18,Heather,Conan Gray,16514714
18,19,La Curiosidad,Jay Wheeler,15111956
19,20,Come & Go (with Marshmello),Juice WRLD,15072027
20,21,La Jeepeta - Remix,Nio Garcia,14901849
21,22,Tattoo - Remix with Camilo,Rauw Alejandro,14509504
22,23,Caramelo,Ozuna,14507898
23,24,Over Now (with The Weeknd),Calvin Harris,14421010
24,25,Dance Monkey,Tones And I,14292075
25,26,Smile (with The Weeknd),Juice WRLD,13730488
26,27,Rain On Me (with Ariana Grande),Lady Gaga,13686121
27,28,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,13621877
28,29,Relación,Sech,13379804
29,30,Midnight Sky,Miley Cyrus,13323071
30,31,death bed (coffee for your head),Powfu,13231249
31,32,Someone You Loved,Lewis Capaldi,13231194
32,33,Wishing Well,Juice WRLD,13218725
33,34,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,13148995
34,35,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,12634058
35,36,Before You Go,Lewis Capaldi,12583921
36,37,you broke me first,Tate McRae,12423487
37,38,How You Like That,BLACKPINK,12363466
38,39,Go Crazy,Chris Brown,11814276
39,40,Don't Start Now,Dua Lipa,11517192
40,41,Break My Heart,Dua Lipa,11400947
41,42,Blueberry Faygo,Lil Mosey,11377942
42,43,GREECE (feat. Drake),DJ Khaled,11366154
43,44,MAMACITA,Black Eyed Peas,11290949
44,45,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,11255664
45,46,Djadja (feat. Maluma) - Remix,Aya Nakamura,11158507
46,47,ily (i love you baby) (feat. Emilee),Surf Mesa,10964565
47,48,Stuck with U (with Justin Bieber),Ariana Grande,10444364
48,49,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA,10315187
49,50,Kings & Queens,Ava Max,10301846
50,51,Mamichula - con Nicki Nicole,Trueno,10300977
51,52,Party Girl,StaySolidRocky,10115295
52,53,Toosie Slide,Drake,9690852
53,54,Still Don't Know My Name,Labrinth,9488078
54,55,Circles,Post Malone,9399809
55,56,Take You Dancing,Jason Derulo,9325537
56,57,The Box,Roddy Ricch,9287611
57,58,Adore You,Harry Styles,9230603
58,59,goosebumps,Travis Scott,8749559
59,60,Tusa,KAROL G,8539523
60,61,Mi Cuarto,Jerry Di,8537616
61,62,Lucid Dreams,Juice WRLD,8496648
62,63,Electric Love,BØRNS,8403387
63,64,cardigan,Taylor Swift,8335499
64,65,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,8323656
65,66,Señorita,Shawn Mendes,8320360
66,67,Falling,Trevor Daniel,8276638
67,68,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8275160
68,69,Memories,Maroon 5,8247989
69,70,Intentions (feat. Quavo),Justin Bieber,8138353
70,71,my future,Billie Eilish,8069133
71,72,Robbery,Juice WRLD,7995402
72,73,TKN (feat. Travis Scott),ROSALÍA,7992835
73,74,HIGHEST IN THE ROOM,Travis Scott,7848141
74,75,my ex's best friend (with blackbear),Machine Gun Kelly,7830485
75,76,bad guy,Billie Eilish,7806322
76,77,In Your Eyes,The Weeknd,7717539
77,78,Hasta Que Dios Diga,Anuel AA,7622294
78,79,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,7596428
79,80,POPSTAR (feat. Drake),DJ Khaled,7590588
80,81,Be Kind (with Halsey),Marshmello,7549893
81,82,THE BADDEST,K/DA,7506484
82,83,Stunnin' (feat. Harm Franklin),Curtis Waters,7200335
83,84,lovely (with Khalid),Billie Eilish,7181936
84,85,Dior,Pop Smoke,7168373
85,86,SICKO MODE,Travis Scott,7119265
86,87,Favorito,Camilo,7104841
87,88,Ride It,Regard,7096322
88,89,ROXANNE,Arizona Zervas,7027204
89,90,Life Is Good (feat. Drake),Future,7003295
90,91,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,6996951
91,92,Secrets,Regard,6988324
92,93,Shallow,Lady Gaga,6958846
93,94,Say So,Doja Cat,6952960
94,95,"The Plan - From the Motion Picture ""TENET""",Travis Scott,6922037
95,96,Azul,J Balvin,6806441
96,97,THE SCOTTS,THE SCOTTS,6799670
97,98,Elegí (feat. Dímelo Flow),Rauw Alejandro,6644083
98,99,Be Like That - feat. Swae Lee & Khalid,Kane Brown,6630539
99,100,exile (feat. Bon Iver),Taylor Swift,6630487
100,101,Sunday Best,Surfaces,6597889
101,102,Supalonely,BENEE,6581007
102,103,If the World Was Ending - feat. Julia Michaels,JP Saxe,6575567
103,104,Got It On Me,Pop Smoke,6566569
104,105,everything i wanted,Billie Eilish,6553005
105,106,Believer,Imagine Dragons,6463345
106,107,Bande organisée,Kofs,6367720
107,108,Falling,Harry Styles,6344772
108,109,Rojo,J Balvin,6241251
109,110,Some Say - Felix Jaehn Remix,Nea,6156700
110,111,Not Shy,ITZY,6150341
111,112,Parce (feat. Justin Quiles),Maluma,6120725
112,113,Tak Tiki Tak,Harry Nach,6053058
113,114,Oh Juliana,Niack,6051167
114,115,Caramelo - Remix,Ozuna,6036194
115,116,Yo Perreo Sola,Bad Bunny,6010628
116,117,Safaera,Bad Bunny,5938287
117,118,Play Date,Melanie Martinez,5922000
118,119,After Party,Don Toliver,5877192
119,120,Godzilla (feat. Juice WRLD),Eminem,5848620
120,121,I Don't Care (with Justin Bieber),Ed Sheeran,5828570
121,122,hot girl bummer,blackbear,5772247
122,123,Jocelyn Flores,XXXTENTACION,5765385
123,124,All Girls Are The Same,Juice WRLD,5731773
124,125,Tap In,Saweetie,5713676
125,126,Nobody's Love,Maroon 5,5699844
126,127,CÓMO SE SIENTE - Remix,Jhay Cortez,5618581
127,128,Say You Won't Let Go,James Arthur,5614160
128,129,7 rings,Ariana Grande,5591583
129,130,Are You Bored Yet? (feat. Clairo),Wallows,5584755
130,131,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,5582960
131,132,Righteous,Juice WRLD,5572188
132,133,WHATS POPPIN,Jack Harlow,5533103
133,134,Conversations,Juice WRLD,5508023
134,135,El Mismo Aire - con Pablo Alborán,Camilo,5507660
135,136,Perfect,Ed Sheeran,5495723
136,137,Shape of You,Ed Sheeran,5476778
137,138,Chicago Freestyle (feat. Giveon),Drake,5444739
138,139,rockstar (feat. 21 Savage),Post Malone,5430718
139,140,Lose Somebody,Kygo,5427778
140,141,SAD!,XXXTENTACION,5421939
141,142,Bohemian Rhapsody - Remastered 2011,Queen,5413278
142,143,Money Trees,Kendrick Lamar,5412731
143,144,GOOBA,6ix9ine,5329150
144,145,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,5327249
145,146,Lose Control,MEDUZA,5317073
146,147,Savage Remix (feat. Beyoncé),Megan Thee Stallion,5316609
147,148,Cry About It Later,Katy Perry,5306994
148,149,the 1,Taylor Swift,5283509
149,150,When I Look At You,Miley Cyrus,5256139
150,151,when the party's over,Billie Eilish,5233013
151,152,ADMV,Maluma,5183312
152,153,Beautiful People (feat. Khalid),Ed Sheeran,5174071
153,154,Physical,Dua Lipa,5134444
154,155,GO (feat. Juice WRLD),The Kid LAROI,5115802
155,156,Madrid (feat. Myke Towers),Maluma,5101100
156,157,Boy With Luv (feat. Halsey),BTS,5095986
157,158,21,Polo G,5050261
158,159,No Guidance (feat. Drake),Chris Brown,5008700
159,160,7 Summers,Morgan Wallen,4970200
160,161,All of Me,John Legend,4954916
161,162,Quiéreme Mientras Se Pueda,Manuel Turizo,4951003
162,163,Boss Bitch,Doja Cat,4938610
163,164,Jeans,Justin Quiles,4927559
164,165,Happier,Marshmello,4900082
165,166,We Paid (feat. 42 Dugg),Lil Baby,4893278
166,167,Someone To You,BANNERS,4870119
167,168,Alane,Robin Schulz,4862126
168,169,Jangueo,Alex Rose,4856002
169,170,Without Me,Halsey,4827541
170,171,feel something,Bea Miller,4815296
171,172,What's Love Got to Do with It,Kygo,4793660
172,173,RITMO (Bad Boys For Life),Black Eyed Peas,4784511
173,174,Be Alright,Dean Lewis,4777016
174,175,Something Just Like This,The Chainsmokers,4739779
175,176,Ain't It Different (feat. AJ Tracey & Stormzy),Headie One,4718401
176,177,Let Her Go,Passenger,4708529
177,178,The Less I Know The Better,Tame Impala,4684719
178,179,Mariposa,Peach Tree Rascals,4683265
179,180,Unterwegs,KitschKrieg,4668919
180,181,Get You The Moon (feat. Snøw),Kina,4659237
181,182,"10,000 Hours (with Justin Bieber)",Dan + Shay,4642372
182,183,Moonlight,XXXTENTACION,4631089
183,184,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,Conkarah,4624448
184,185,Gifted (feat. Roddy Ricch),Cordae,4609169
185,186,OUT WEST (feat. Young Thug),JACKBOYS,4597001
186,187,Bruises,Lewis Capaldi,4594462
187,188,+Linda,Dalex,4575485
188,189,Anaranjado,Jowell & Randy,4575403
189,190,Reggaetonera,Anuel AA,4564331
190,191,Sour Candy (with BLACKPINK),Lady Gaga,4556900
191,192,Rags2Riches 2 (feat. Lil Baby),Rod Wave,4547965
192,193,Investe Em Mim,Jonas Esticado,4520186
193,194,Bandit (with YoungBoy Never Broke Again),Juice WRLD,4514763
194,195,Martin & Gina,Polo G,4502056
195,196,PAM,Justin Quiles,4501441
196,197,July,Noah Cyrus,4496362
197,198,Sweater Weather,The Neighbourhood,4487802
198,199,Desce Pro Play (PA PA PA),Mc Zaac,4485799
199,200,Riptide,Vance Joy,4481116
0,1,WAP (feat. Megan Thee Stallion),Cardi B,44519875
1,2,Hawái,Maluma,37497532
2,3,Mood (feat. iann dior),24kGoldn,37448924
3,4,Dynamite,BTS,28343499
4,5,Blinding Lights,The Weeknd,26181061
5,6,Watermelon Sugar,Harry Styles,26120174
6,7,Savage Love (Laxed - Siren Beat),Jawsh 685,25664441
7,8,Laugh Now Cry Later (feat. Lil Durk),Drake,24263826
8,9,ROCKSTAR (feat. Roddy Ricch),DaBaby,24141172
9,10,Ice Cream (with Selena Gomez),BLACKPINK,19994113
10,11,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,19167576
11,12,Heather,Conan Gray,18431861
12,13,Head & Heart (feat. MNEK),Joel Corry,17724895
13,14,Mood Swings (feat. Lil Tjay),Pop Smoke,17712509
14,15,Breaking Me,Topic,17663729
15,16,Roses - Imanbek Remix,SAINt JHN,17619610
16,17,"Ay, DiOs Mío!",KAROL G,16926583
17,18,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,16175753
18,19,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,15604712
19,20,POPSTAR (feat. Drake),DJ Khaled,14977351
20,21,La Curiosidad,Jay Wheeler,14735180
21,22,Caramelo,Ozuna,14520825
22,23,Come & Go (with Marshmello),Juice WRLD,14466571
23,24,you broke me first,Tate McRae,14144803
24,25,Dance Monkey,Tones And I,14033358
25,26,La Jeepeta - Remix,Nio Garcia,13954221
26,27,Tattoo - Remix with Camilo,Rauw Alejandro,13778030
27,28,Rain On Me (with Ariana Grande),Lady Gaga,13381395
28,29,Midnight Sky,Miley Cyrus,13329803
29,30,Someone You Loved,Lewis Capaldi,13135910
30,31,Relación,Sech,12602120
31,32,Wishing Well,Juice WRLD,12563974
32,33,Before You Go,Lewis Capaldi,12553921
33,34,Smile (with The Weeknd),Juice WRLD,12486046
34,35,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,12382594
35,36,death bed (coffee for your head),Powfu,12340202
36,37,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,12056457
37,38,GREECE (feat. Drake),DJ Khaled,11773788
38,39,Go Crazy,Chris Brown,11683727
39,40,Relación - Remix,Sech,11507291
40,41,Don't Start Now,Dua Lipa,11198787
41,42,Blueberry Faygo,Lil Mosey,11058413
42,43,How You Like That,BLACKPINK,10766394
43,44,Break My Heart,Dua Lipa,10664080
44,45,Djadja (feat. Maluma) - Remix,Aya Nakamura,10508296
45,46,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,10444350
46,47,Take You Dancing,Jason Derulo,10382451
47,48,Kings & Queens,Ava Max,10373394
48,49,ily (i love you baby) (feat. Emilee),Surf Mesa,10198156
49,50,MAMACITA,Black Eyed Peas,10111863
50,51,Stuck with U (with Justin Bieber),Ariana Grande,10098648
51,52,Mamichula - con Nicki Nicole,Trueno,9457640
52,53,Still Don't Know My Name,Labrinth,9434668
53,54,Toosie Slide,Drake,9403019
54,55,Circles,Post Malone,9323039
55,56,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA,9311984
56,57,The Box,Roddy Ricch,8998052
57,58,Adore You,Harry Styles,8911406
58,59,Over Now (with The Weeknd),Calvin Harris,8764785
59,60,Party Girl,StaySolidRocky,8756312
60,61,Mi Cuarto,Jerry Di,8731653
61,62,goosebumps,Travis Scott,8649995
62,63,my ex's best friend (with blackbear),Machine Gun Kelly,8414556
63,64,Lucid Dreams,Juice WRLD,8363248
64,65,Tusa,KAROL G,8244825
65,66,Señorita,Shawn Mendes,8211986
66,67,Memories,Maroon 5,8199195
67,68,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8174596
68,69,Falling,Trevor Daniel,8121026
69,70,Electric Love,BØRNS,7997646
70,71,Robbery,Juice WRLD,7894699
71,72,Hit Different,SZA,7762540
72,73,HIGHEST IN THE ROOM,Travis Scott,7720407
73,74,bad guy,Billie Eilish,7594679
74,75,In Your Eyes,The Weeknd,7536453
75,76,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,7473640
76,77,Be Kind (with Halsey),Marshmello,7438403
77,78,cardigan,Taylor Swift,7381141
78,79,TKN (feat. Travis Scott),ROSALÍA,7282501
79,80,Dior,Pop Smoke,7270847
80,81,Intentions (feat. Quavo),Justin Bieber,7171660
81,82,lovely (with Khalid),Billie Eilish,7122731
82,83,Del Mar,Ozuna,7050633
83,84,Say So,Doja Cat,7049692
84,85,Hasta Que Dios Diga,Anuel AA,7048786
85,86,SICKO MODE,Travis Scott,7046051
86,87,Caramelo - Remix,Ozuna,6994184
87,88,Stunnin' (feat. Harm Franklin),Curtis Waters,6979095
88,89,my future,Billie Eilish,6935263
89,90,Shallow,Lady Gaga,6926552
90,91,ROXANNE,Arizona Zervas,6820198
91,92,Ride It,Regard,6819623
92,93,Life Is Good (feat. Drake),Future,6780624
93,94,Favorito,Camilo,6777060
94,95,Got It On Me,Pop Smoke,6728700
95,96,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,6696059
96,97,Mad at Disney,salem ilese,6581283
97,98,Secrets,Regard,6575869
98,99,If the World Was Ending - feat. Julia Michaels,JP Saxe,6572783
99,100,Be Like That - feat. Swae Lee & Khalid,Kane Brown,6561732
100,101,Bande organisée,Kofs,6513852
101,102,Wolves (feat. Post Malone),Big Sean,6512226
102,103,THE SCOTTS,THE SCOTTS,6484875
103,104,Azul,J Balvin,6478778
104,105,Believer,Imagine Dragons,6477020
105,106,Lets Link,WhoHeem,6413761
106,107,Sunday Best,Surfaces,6368739
107,108,Falling,Harry Styles,6335064
108,109,everything i wanted,Billie Eilish,6324745
109,110,Oh Juliana,Niack,6223143
110,111,Supalonely,BENEE,6171127
111,112,Fuckst mich nur ab,Bonez MC,6056252
112,113,GOOBA,6ix9ine,6021158
113,114,Rojo,J Balvin,5992266
114,115,Lithuania (feat. Travis Scott),Big Sean,5949270
115,116,Tap In,Saweetie,5943345
116,117,Parce (feat. Justin Quiles),Maluma,5924877
117,118,feel something,Bea Miller,5896812
118,119,Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,5845184
119,120,Elegí (feat. Dímelo Flow),Rauw Alejandro,5818403
120,121,Yo Perreo Sola,Bad Bunny,5804437
121,122,Tak Tiki Tak,Harry Nach,5743266
122,123,I Don't Care (with Justin Bieber),Ed Sheeran,5723057
123,124,Godzilla (feat. Juice WRLD),Eminem,5699322
124,125,Play Date,Melanie Martinez,5698328
125,126,exile (feat. Bon Iver),Taylor Swift,5695236
126,127,Jocelyn Flores,XXXTENTACION,5689035
127,128,After Party,Don Toliver,5673264
128,129,Say You Won't Let Go,James Arthur,5621588
129,130,All Girls Are The Same,Juice WRLD,5621283
130,131,rockstar (feat. 21 Savage),Post Malone,5615798
131,132,hot girl bummer,blackbear,5596467
132,133,7 rings,Ariana Grande,5525347
133,134,Bohemian Rhapsody - Remastered 2011,Queen,5497769
134,135,Shape of You,Ed Sheeran,5491024
135,136,Are You Bored Yet? (feat. Clairo),Wallows,5475732
136,137,Perfect,Ed Sheeran,5475277
137,138,Madrid (feat. Myke Towers),Maluma,5454985
138,139,Jeans,Justin Quiles,5430940
139,140,Safaera,Bad Bunny,5363176
140,141,Chicago Freestyle (feat. Giveon),Drake,5356528
141,142,WHATS POPPIN,Jack Harlow,5354643
142,143,SAD!,XXXTENTACION,5337601
143,144,CÓMO SE SIENTE - Remix,Jhay Cortez,5305614
144,145,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,5304706
145,146,Money Trees,Kendrick Lamar,5277836
146,147,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,5261934
147,148,Lose Somebody,Kygo,5218173
148,149,Righteous,Juice WRLD,5214995
149,150,Nobody's Love,Maroon 5,5201350
150,151,Lose Control,MEDUZA,5200071
151,152,Conversations,Juice WRLD,5182303
152,153,El Mismo Aire - con Pablo Alborán,Camilo,5166584
153,154,When I Look At You,Miley Cyrus,5156233
154,155,Martin & Gina,Polo G,5133931
155,156,Quiéreme Mientras Se Pueda,Manuel Turizo,5133781
156,157,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",Saweetie,5117128
157,158,21,Polo G,5115419
158,159,Someone To You,BANNERS,5108134
159,160,when the party's over,Billie Eilish,5103239
160,161,Beautiful People (feat. Khalid),Ed Sheeran,5062972
161,162,Savage Remix (feat. Beyoncé),Megan Thee Stallion,5026651
162,163,No Guidance (feat. Drake),Chris Brown,5024476
163,164,La Tóxica,Farruko,4999594
164,165,Not Shy,ITZY,4982232
165,166,Some Say - Felix Jaehn Remix,Nea,4951616
166,167,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,4943222
167,168,All of Me,John Legend,4937741
168,169,GO (feat. Juice WRLD),The Kid LAROI,4926154
169,170,Physical,Dua Lipa,4912636
170,171,Despeinada,Ozuna,4892383
171,172,"The Plan - From the Motion Picture ""TENET""",Travis Scott,4876238
172,173,Happier,Marshmello,4848625
173,174,Investe Em Mim,Jonas Esticado,4843175
174,175,Be Alright,Dean Lewis,4823876
175,176,Without Me,Halsey,4791307
176,177,Boss Bitch,Doja Cat,4769806
177,178,Something Just Like This,The Chainsmokers,4755306
178,179,Jangueo,Alex Rose,4742430
179,180,ADMV,Maluma,4737291
180,181,Boy With Luv (feat. Halsey),BTS,4710909
181,182,Alane,Robin Schulz,4668193
182,183,Get You The Moon (feat. Snøw),Kina,4650922
183,184,THE BADDEST,K/DA,4642057
184,185,The Less I Know The Better,Tame Impala,4641064
185,186,Let Her Go,Passenger,4629245
186,187,Jerusalema (feat. Nomcebo Zikode),Master KG,4617442
187,188,Sweater Weather,The Neighbourhood,4617400
188,189,Star Shopping,Lil Peep,4616550
189,190,Desce Pro Play (PA PA PA),Mc Zaac,4615520
190,191,July,Noah Cyrus,4604373
191,192,Mariposa,Peach Tree Rascals,4593366
192,193,the 1,Taylor Swift,4587573
193,194,Ain't It Different (feat. AJ Tracey & Stormzy),Headie One,4586895
194,195,RITMO (Bad Boys For Life),Black Eyed Peas,4585895
195,196,Unterwegs,KitschKrieg,4572706
196,197,Moonlight,XXXTENTACION,4571470
197,198,We Paid (feat. 42 Dugg),Lil Baby,4570806
198,199,Bruises,Lewis Capaldi,4548931
199,200,What's Love Got to Do with It,Kygo,4538382
0,1,WAP (feat. Megan Thee Stallion),Cardi B,41933823
1,2,Mood (feat. iann dior),24kGoldn,39888834
2,3,Hawái,Maluma,34192033
3,4,Dynamite,BTS,27962670
4,5,Watermelon Sugar,Harry Styles,25237621
5,6,Blinding Lights,The Weeknd,25078277
6,7,Savage Love (Laxed - Siren Beat),Jawsh 685,24513500
7,8,ROCKSTAR (feat. Roddy Ricch),DaBaby,23199458
8,9,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,22618350
9,10,Laugh Now Cry Later (feat. Lil Durk),Drake,22432951
10,11,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,20306118
11,12,Head & Heart (feat. MNEK),Joel Corry,19152664
12,13,Heather,Conan Gray,18344016
13,14,POPSTAR (feat. Drake),DJ Khaled,18238487
14,15,you broke me first,Tate McRae,17658459
15,16,Breaking Me,Topic,17474321
16,17,Ice Cream (with Selena Gomez),BLACKPINK,17462680
17,18,Roses - Imanbek Remix,SAINt JHN,17408459
18,19,Mood Swings (feat. Lil Tjay),Pop Smoke,16730803
19,20,"Ay, DiOs Mío!",KAROL G,16273543
20,21,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,15447808
21,22,Relación - Remix,Sech,14762375
22,23,La Curiosidad,Jay Wheeler,14383023
23,24,Come & Go (with Marshmello),Juice WRLD,14382547
24,25,Dance Monkey,Tones And I,13795664
25,26,La Jeepeta - Remix,Nio Garcia,13294696
26,27,Caramelo,Ozuna,13255050
27,28,Someone You Loved,Lewis Capaldi,13239991
28,29,Midnight Sky,Miley Cyrus,13182952
29,30,Tattoo - Remix with Camilo,Rauw Alejandro,13082821
30,31,Rain On Me (with Ariana Grande),Lady Gaga,12619310
31,32,Before You Go,Lewis Capaldi,12465022
32,33,Wishing Well,Juice WRLD,12090787
33,34,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,12047779
34,35,Take You Dancing,Jason Derulo,11984962
35,36,death bed (coffee for your head),Powfu,11895975
36,37,Go Crazy,Chris Brown,11768007
37,38,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,11156875
38,39,Smile (with The Weeknd),Juice WRLD,11095669
39,40,GREECE (feat. Drake),DJ Khaled,10971638
40,41,Don't Start Now,Dua Lipa,10795691
41,42,Blueberry Faygo,Lil Mosey,10649910
42,43,Kings & Queens,Ava Max,10344930
43,44,Break My Heart,Dua Lipa,10206252
44,45,How You Like That,BLACKPINK,10033475
45,46,Djadja (feat. Maluma) - Remix,Aya Nakamura,10006788
46,47,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,9796982
47,48,Stuck with U (with Justin Bieber),Ariana Grande,9727546
48,49,ily (i love you baby) (feat. Emilee),Surf Mesa,9696703
49,50,Relación,Sech,9485959
50,51,Circles,Post Malone,9151877
51,52,Mi Cuarto,Jerry Di,9122447
52,53,Still Don't Know My Name,Labrinth,8910417
53,54,Toosie Slide,Drake,8785753
54,55,goosebumps,Travis Scott,8783998
55,56,OK Not To Be OK,Marshmello,8772844
56,57,Una Locura,Ozuna,8748532
57,58,The Box,Roddy Ricch,8721565
58,59,Adore You,Harry Styles,8663125
59,60,Mamichula - con Nicki Nicole,Trueno,8582246
60,61,MAMACITA,Black Eyed Peas,8572320
61,62,Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA,8562007
62,63,Mad at Disney,salem ilese,8472100
63,64,my ex's best friend (with blackbear),Machine Gun Kelly,8341113
64,65,Lucid Dreams,Juice WRLD,8228225
65,66,Tusa,KAROL G,8148121
66,67,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,8132787
67,68,Party Girl,StaySolidRocky,8123472
68,69,Señorita,Shawn Mendes,8100516
69,70,Memories,Maroon 5,8094990
70,71,Falling,Trevor Daniel,7944403
71,72,HIGHEST IN THE ROOM,Travis Scott,7826408
72,73,Robbery,Juice WRLD,7791897
73,74,Electric Love,BØRNS,7723308
74,75,SICKO MODE,Travis Scott,7706476
75,76,Over Now (with The Weeknd),Calvin Harris,7703716
76,77,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,7617121
77,78,bad guy,Billie Eilish,7452332
78,79,Dior,Pop Smoke,7250248
79,80,lovely (with Khalid),Billie Eilish,7154001
80,81,Intentions (feat. Quavo),Justin Bieber,7059252
81,82,Stunnin' (feat. Harm Franklin),Curtis Waters,7031304
82,83,In Your Eyes,The Weeknd,7017884
83,84,Shallow,Lady Gaga,7003980
84,85,Caramelo - Remix,Ozuna,6929848
85,86,Be Like That - feat. Swae Lee & Khalid,Kane Brown,6929241
86,87,cardigan,Taylor Swift,6903768
87,88,TKN (feat. Travis Scott),ROSALÍA,6797497
88,89,Bande organisée,Kofs,6793641
89,90,La Tóxica,Farruko,6771222
90,91,Despeinada,Ozuna,6768697
91,92,Life Is Good (feat. Drake),Future,6706420
92,93,Hasta Que Dios Diga,Anuel AA,6693850
93,94,ROXANNE,Arizona Zervas,6673562
94,95,Ride It,Regard,6651439
95,96,Say So,Doja Cat,6607326
96,97,Got It On Me,Pop Smoke,6587238
97,98,Believer,Imagine Dragons,6484365
98,99,Secrets,Regard,6463869
99,100,Don Don,Daddy Yankee,6454296
100,101,If the World Was Ending - feat. Julia Michaels,JP Saxe,6450259
101,102,my future,Billie Eilish,6447372
102,103,Azul,J Balvin,6435170
103,104,Favorito,Camilo,6381389
104,105,Falling,Harry Styles,6333799
105,106,THE SCOTTS,THE SCOTTS,6333380
106,107,Lets Link,WhoHeem,6318854
107,108,Wolves (feat. Post Malone),Big Sean,6299624
108,109,Be Kind (with Halsey),Marshmello,6248943
109,110,everything i wanted,Billie Eilish,6243056
110,111,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,6057591
111,112,feel something,Bea Miller,6055193
112,113,Parce (feat. Justin Quiles),Maluma,6018078
113,114,Jeans,Justin Quiles,5986831
114,115,Sunday Best,Surfaces,5967188
115,116,Tick Tock (feat. 24kGoldn),Clean Bandit,5932197
116,117,Tap In,Saweetie,5874948
117,118,Elegí (feat. Dímelo Flow),Rauw Alejandro,5805297
118,119,Madrid (feat. Myke Towers),Maluma,5773045
119,120,Rojo,J Balvin,5754019
120,121,Put Your Records On,Ritt Momney,5749774
121,122,Jocelyn Flores,XXXTENTACION,5728980
122,123,Del Mar,Ozuna,5698099
123,124,Say You Won't Let Go,James Arthur,5693508
124,125,Oh Juliana,Niack,5684833
125,126,Supalonely,BENEE,5677330
126,127,You Got It,Vedo,5674105
127,128,Godzilla (feat. Juice WRLD),Eminem,5663336
128,129,After Party,Don Toliver,5657980
129,130,I Don't Care (with Justin Bieber),Ed Sheeran,5651268
130,131,All Girls Are The Same,Juice WRLD,5604564
131,132,Play Date,Melanie Martinez,5547456
132,133,Perfect,Ed Sheeran,5496385
133,134,7 rings,Ariana Grande,5482625
134,135,Shape of You,Ed Sheeran,5479639
135,136,hot girl bummer,blackbear,5464508
136,137,Are You Bored Yet? (feat. Clairo),Wallows,5430178
137,138,rockstar (feat. 21 Savage),Post Malone,5419032
138,139,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,5387850
139,140,Bohemian Rhapsody - Remastered 2011,Queen,5360616
140,141,SAD!,XXXTENTACION,5306155
141,142,Martin & Gina,Polo G,5298257
